request_id,title,ticket_description,ticket_resolution,creation_date,resolution_date
902920ca-6000-4d9e-b1f7-7dbed4f67904,Problème de SAP,"Salut, depuis depuis quelques heures, mon SAP est en train de renvoie des erreurs de connexion. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.",Le problème provenait de un switch réseau défaillant. Nous avons mis à jour la configuration. Merci de nous informer si le souci persiste.,23/03/2025 03:38,26/03/2025 19:38
9128ab68-e7e3-451e-8509-bc851cbb3298,Problème de SAP,"Bonsoir, j’ai un souci avec SAP. Depuis depuis la dernière mise à jour, il renvoie des erreurs de connexion. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.","Après diagnostic, nous avons constaté que un paramétrage réseau incorrect était à l'origine du problème. Nous avons basculé vers un serveur de secours. Merci de confirmer le bon fonctionnement.",06/06/2025 03:01,08/06/2025 19:01
fd81225b-96d5-455e-987d-e8da862d70b3,Problème de SAP,"Bonjour, je ne peux pas utiliser correctement mon SAP. Il renvoie des erreurs de connexion surtout quand je imprime un document. Ce souci est apparu ce matin. Merci pour votre aide.",Merci pour votre signalement. Le problème était lié à un jeton d'authentification expiré. Nous avons vidé le cache et renouvelé l'authentification. Cela devrait être résolu maintenant.,10/05/2025 03:40,11/05/2025 10:40
073828df-fc23-4a57-a961-8cf9aa966a54,Problème de base de données,"Bonjour l'équipe IT, mon base de données pose problème. Il ne retourne aucun résultat chaque fois que je rejoint une réunion. Cela a commencé depuis quelques heures. Merci de vérifier.","Après diagnostic, nous avons constaté que un jeton d'authentification expiré était à l'origine du problème. Nous avons vidé le cache et renouvelé l'authentification. Merci de confirmer le bon fonctionnement.",16/07/2025 10:22,21/07/2025 02:22
e80b1607-7871-48bf-863a-208f9e4d9615,Problème de base de données,"Salut, depuis après 10h30, mon base de données est en train de ne retourne aucun résultat. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.",Le problème provenait de une panne serveur. Nous avons mis à jour la configuration. Merci de nous informer si le souci persiste.,14/06/2025 08:32,18/06/2025 23:32
a8776017-f50b-4364-9538-7acc7e4f73ad,Problème de lecteur réseau,"Bonjour l'équipe IT, mon lecteur réseau pose problème. Il ne s'affiche pas dans l'explorateur chaque fois que je imprime un document. Cela a commencé après 10h30. Merci de vérifier.",Le problème provenait de un jeton d'authentification expiré. Nous avons basculé vers un serveur de secours. Merci de nous informer si le souci persiste.,11/03/2025 06:35,13/03/2025 15:35
aa46793a-8ebb-4674-8db3-9dd42e6f9340,Problème de lecteur réseau,"Bonjour, je rencontre un problème avec mon lecteur réseau depuis après 10h30. Il se met à ne s'affiche pas dans l'explorateur. Pourriez-vous vérifier cela ? Merci d'avance.",Merci pour votre signalement. Le problème était lié à une panne serveur. Nous avons mis à jour la configuration. Cela devrait être résolu maintenant.,09/06/2025 19:26,10/06/2025 05:26
0bb332d3-6711-49f5-99cf-f2dfc643ee41,Problème de Wifi,"Salut, depuis depuis hier, mon Wifi est en train de se déconnecte fréquemment. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.",Le souci venait de une panne serveur. Nous avons redémarré le service concerné pour corriger cela. Merci de tester à nouveau.,06/05/2025 11:31,08/05/2025 17:31
215a117d-5fac-4f39-a7ad-bc0f0296302a,Problème de ordinateur portable,"Salut, depuis après 10h30, mon ordinateur portable est en train de ne démarre pas après l'écran de connexion. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.","Après diagnostic, nous avons constaté que un pilote obsolète était à l'origine du problème. Nous avons mis à jour la configuration. Merci de confirmer le bon fonctionnement.",28/02/2025 07:01,05/03/2025 02:01
ed657b61-9fa8-472b-a5cc-3ce87ce04690,Problème de Wifi,"Bonsoir, j’ai un souci avec Wifi. Depuis depuis hier, il se déconnecte fréquemment. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Le souci venait de un jeton d'authentification expiré. Nous avons vidé le cache et renouvelé l'authentification pour corriger cela. Merci de tester à nouveau.,16/04/2025 16:56,20/04/2025 18:56
709c9737-b0d0-4e49-a706-83c3fa168380,Problème de lecteur réseau,"Bonsoir, j’ai un souci avec lecteur réseau. Depuis après 10h30, il ne s'affiche pas dans l'explorateur. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Merci pour votre signalement. Le problème était lié à un paramétrage réseau incorrect. Nous avons redémarré le service concerné. Cela devrait être résolu maintenant.,04/05/2025 18:43,07/05/2025 23:43
8a27874a-4e77-44d6-9950-1d7c62ff00ff,Problème de ordinateur portable,"Bonsoir, j’ai un souci avec ordinateur portable. Depuis depuis hier, il ne démarre pas après l'écran de connexion. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Merci pour votre signalement. Le problème était lié à un pilote obsolète. Nous avons vidé le cache et renouvelé l'authentification. Cela devrait être résolu maintenant.,27/05/2025 01:12,31/05/2025 23:12
1c55ff60-409a-4c58-a5e0-c9a28f7d92d5,Problème de ordinateur portable,"Bonjour l'équipe IT, mon ordinateur portable pose problème. Il ne démarre pas après l'écran de connexion chaque fois que je imprime un document. Cela a commencé ce matin. Merci de vérifier.","Nous avons identifié la cause du problème : un switch réseau défaillant. Après avoir appliqué un correctif, tout semble fonctionner normalement.",22/03/2025 01:13,22/03/2025 03:13
66137968-6805-48cd-9404-71c3851511e2,Problème de SAP,"Salut, depuis depuis hier, mon SAP est en train de renvoie des erreurs de connexion. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.",Le problème provenait de un pilote obsolète. Nous avons mis à jour la configuration. Merci de nous informer si le souci persiste.,12/03/2025 03:47,14/03/2025 10:47
fa6ae037-d9e8-4bb6-a6ae-6efc3b75ef11,Problème de projecteur,"Bonjour, je rencontre un problème avec mon projecteur depuis après 10h30. Il se met à n'affiche aucun signal. Pourriez-vous vérifier cela ? Merci d'avance.",Merci pour votre signalement. Le problème était lié à une panne serveur. Nous avons vidé le cache et renouvelé l'authentification. Cela devrait être résolu maintenant.,29/01/2025 06:40,31/01/2025 12:40
c98eb249-50bf-4cc9-a68c-22c6b3835ccf,Problème de base de données,"Salut, depuis depuis hier, mon base de données est en train de ne retourne aucun résultat. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.","Après diagnostic, nous avons constaté que un jeton d'authentification expiré était à l'origine du problème. Nous avons redémarré le service concerné. Merci de confirmer le bon fonctionnement.",21/05/2025 11:54,21/05/2025 21:54
ae06c527-8b63-42b9-adec-adbe951058df,Problème de base de données,"Bonsoir, j’ai un souci avec base de données. Depuis depuis quelques heures, il ne retourne aucun résultat. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.","Nous avons identifié la cause du problème : une panne serveur. Après avoir vidé le cache et renouvelé l'authentification, tout semble fonctionner normalement.",30/04/2025 16:32,01/05/2025 18:32
1822413b-fffa-42a2-a390-db8e6e5e6afc,Problème de projecteur,"Bonjour l'équipe IT, mon projecteur pose problème. Il n'affiche aucun signal chaque fois que je lance l'application. Cela a commencé après 10h30. Merci de vérifier.",Le problème provenait de un jeton d'authentification expiré. Nous avons vidé le cache et renouvelé l'authentification. Merci de nous informer si le souci persiste.,16/06/2025 04:19,17/06/2025 00:19
81bdd1a5-2093-49cd-9e7b-a0bcf6c4b6ac,Problème de imprimante,"Bonjour l'équipe IT, mon imprimante pose problème. Il ne répond pas aux commandes chaque fois que je rejoint une réunion. Cela a commencé depuis quelques heures. Merci de vérifier.",Le problème provenait de une panne serveur. Nous avons vidé le cache et renouvelé l'authentification. Merci de nous informer si le souci persiste.,18/05/2025 19:53,19/05/2025 02:53
8b4078c6-64f7-4741-9166-15641d233432,Problème de audio,"Bonjour, je rencontre un problème avec mon audio depuis ce matin. Il se met à ne fonctionne pas pendant les appels Teams. Pourriez-vous vérifier cela ? Merci d'avance.","Nous avons identifié la cause du problème : un pilote obsolète. Après avoir redémarré le service concerné, tout semble fonctionner normalement.",24/06/2025 05:41,25/06/2025 23:41
b944aa30-705f-48ca-bbd7-ae63fb6ed8de,Problème de imprimante,"Bonsoir, j’ai un souci avec imprimante. Depuis après 10h30, il ne répond pas aux commandes. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.","Après diagnostic, nous avons constaté que un switch réseau défaillant était à l'origine du problème. Nous avons vidé le cache et renouvelé l'authentification. Merci de confirmer le bon fonctionnement.",10/07/2025 23:49,15/07/2025 02:49
4fd54b8a-8494-4407-aeeb-df32e5fa7d14,Problème de base de données,"Bonsoir, j’ai un souci avec base de données. Depuis ce matin, il ne retourne aucun résultat. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Le problème provenait de un paramétrage réseau incorrect. Nous avons vidé le cache et renouvelé l'authentification. Merci de nous informer si le souci persiste.,24/05/2025 16:35,28/05/2025 09:35
5f8b4743-06d1-495a-89b1-971f01d25ac9,Problème de Wifi,"Salut, depuis après 10h30, mon Wifi est en train de se déconnecte fréquemment. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.","Après diagnostic, nous avons constaté que une panne serveur était à l'origine du problème. Nous avons vidé le cache et renouvelé l'authentification. Merci de confirmer le bon fonctionnement.",08/07/2025 01:48,11/07/2025 20:48
fb647176-d61b-4e1a-bac5-bad27467e7ac,Problème de lecteur réseau,"Bonjour, je rencontre un problème avec mon lecteur réseau depuis depuis la dernière mise à jour. Il se met à ne s'affiche pas dans l'explorateur. Pourriez-vous vérifier cela ? Merci d'avance.","Nous avons identifié la cause du problème : un pilote obsolète. Après avoir redémarré le service concerné, tout semble fonctionner normalement.",20/02/2025 21:37,22/02/2025 23:37
f905083a-ff10-48c9-8e20-0a2b80a0b9cc,Problème de ordinateur portable,"Bonjour l'équipe IT, mon ordinateur portable pose problème. Il ne démarre pas après l'écran de connexion chaque fois que je rejoint une réunion. Cela a commencé depuis hier. Merci de vérifier.",Le problème provenait de un paramétrage réseau incorrect. Nous avons mis à jour la configuration. Merci de nous informer si le souci persiste.,02/05/2025 08:07,05/05/2025 21:07
ee64e1b2-0354-4271-8ef2-4a19e0453221,Problème de VPN,"Bonjour l'équipe IT, mon VPN pose problème. Il ne se connecte pas au réseau de l'entreprise chaque fois que je imprime un document. Cela a commencé après 10h30. Merci de vérifier.",Merci pour votre signalement. Le problème était lié à un paramétrage réseau incorrect. Nous avons mis à jour la configuration. Cela devrait être résolu maintenant.,04/06/2025 16:07,05/06/2025 01:07
4c3bc1fa-6796-47a2-a09a-1b2dcc8b6c0f,Problème de base de données,"Bonjour, je ne peux pas utiliser correctement mon base de données. Il ne retourne aucun résultat surtout quand je imprime un document. Ce souci est apparu depuis hier. Merci pour votre aide.","Nous avons identifié la cause du problème : une panne serveur. Après avoir basculé vers un serveur de secours, tout semble fonctionner normalement.",15/04/2025 19:38,18/04/2025 05:38
c489a851-f6c7-4468-8d03-2d1fa89955e8,Problème de VPN,"Bonjour, je rencontre un problème avec mon VPN depuis depuis hier. Il se met à ne se connecte pas au réseau de l'entreprise. Pourriez-vous vérifier cela ? Merci d'avance.","Après diagnostic, nous avons constaté que une panne serveur était à l'origine du problème. Nous avons redémarré le service concerné. Merci de confirmer le bon fonctionnement.",28/06/2025 11:34,03/07/2025 04:34
b5cb902d-718a-487c-8b52-0a447ebb8a26,Problème de SAP,"Salut, depuis depuis la dernière mise à jour, mon SAP est en train de renvoie des erreurs de connexion. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.","Après diagnostic, nous avons constaté que un paramétrage réseau incorrect était à l'origine du problème. Nous avons vidé le cache et renouvelé l'authentification. Merci de confirmer le bon fonctionnement.",08/05/2025 19:07,09/05/2025 01:07
744e0c79-3b23-43e3-82da-30b4ce46a768,Problème de base de données,"Bonjour l'équipe IT, mon base de données pose problème. Il ne retourne aucun résultat chaque fois que je lance l'application. Cela a commencé depuis la dernière mise à jour. Merci de vérifier.",Merci pour votre signalement. Le problème était lié à un pilote obsolète. Nous avons redémarré le service concerné. Cela devrait être résolu maintenant.,09/04/2025 07:34,12/04/2025 08:34
18f2c8a1-a383-457d-8721-17b2a19a556f,Problème de audio,"Bonsoir, j’ai un souci avec audio. Depuis après 10h30, il ne fonctionne pas pendant les appels Teams. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.","Nous avons identifié la cause du problème : une panne serveur. Après avoir vidé le cache et renouvelé l'authentification, tout semble fonctionner normalement.",12/02/2025 07:35,13/02/2025 12:35
6b0aeb4b-759d-422b-9e01-fc4652577891,Problème de lecteur réseau,"Bonjour, je ne peux pas utiliser correctement mon lecteur réseau. Il ne s'affiche pas dans l'explorateur surtout quand je lance l'application. Ce souci est apparu depuis la dernière mise à jour. Merci pour votre aide.",Le problème provenait de un jeton d'authentification expiré. Nous avons appliqué un correctif. Merci de nous informer si le souci persiste.,24/02/2025 06:55,24/02/2025 17:55
9bd887b6-54e8-450a-9bfa-9dd246b0d2ec,Problème de VPN,"Bonjour l'équipe IT, mon VPN pose problème. Il ne se connecte pas au réseau de l'entreprise chaque fois que je imprime un document. Cela a commencé ce matin. Merci de vérifier.","Nous avons identifié la cause du problème : un paramétrage réseau incorrect. Après avoir mis à jour la configuration, tout semble fonctionner normalement.",21/04/2025 21:03,23/04/2025 03:03
af1504f2-d44f-4abd-a181-b5dbb379983c,Problème de SAP,"Bonjour l'équipe IT, mon SAP pose problème. Il renvoie des erreurs de connexion chaque fois que je tente d'envoyer un e-mail. Cela a commencé après 10h30. Merci de vérifier.",Le problème provenait de un jeton d'authentification expiré. Nous avons redémarré le service concerné. Merci de nous informer si le souci persiste.,11/05/2025 06:14,15/05/2025 23:14
bed1a1f0-219c-48ab-af44-faf21da2176f,Problème de Wifi,"Bonsoir, j’ai un souci avec Wifi. Depuis après 10h30, il se déconnecte fréquemment. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Le problème provenait de un pilote obsolète. Nous avons basculé vers un serveur de secours. Merci de nous informer si le souci persiste.,10/04/2025 23:38,11/04/2025 13:38
0ce5d29d-1ab7-4ce3-934b-73b86096f857,Problème de projecteur,"Bonjour, je ne peux pas utiliser correctement mon projecteur. Il n'affiche aucun signal surtout quand je imprime un document. Ce souci est apparu depuis la dernière mise à jour. Merci pour votre aide.","Nous avons identifié la cause du problème : un pilote obsolète. Après avoir basculé vers un serveur de secours, tout semble fonctionner normalement.",23/03/2025 23:31,25/03/2025 08:31
8aea5759-c77f-4a0c-9724-3e5e05396798,Problème de projecteur,"Salut, depuis après 10h30, mon projecteur est en train de n'affiche aucun signal. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.",Merci pour votre signalement. Le problème était lié à un pilote obsolète. Nous avons redémarré le service concerné. Cela devrait être résolu maintenant.,16/07/2025 19:06,17/07/2025 07:06
4f3a199a-3a4d-4c8c-8255-25bf87f20561,Problème de Outlook,"Bonjour l'équipe IT, mon Outlook pose problème. Il ne synchronise plus les e-mails chaque fois que je essaie de me connecter. Cela a commencé après 10h30. Merci de vérifier.",Merci pour votre signalement. Le problème était lié à un paramétrage réseau incorrect. Nous avons basculé vers un serveur de secours. Cela devrait être résolu maintenant.,18/04/2025 01:44,18/04/2025 03:44
2c0b4407-789e-40ad-8e66-d21a056d2683,Problème de VPN,"Bonjour, je rencontre un problème avec mon VPN depuis depuis hier. Il se met à ne se connecte pas au réseau de l'entreprise. Pourriez-vous vérifier cela ? Merci d'avance.",Le souci venait de un paramétrage réseau incorrect. Nous avons vidé le cache et renouvelé l'authentification pour corriger cela. Merci de tester à nouveau.,01/02/2025 12:41,06/02/2025 11:41
f31781f5-259b-4dc0-8f2b-4958f1677961,Problème de Outlook,"Bonjour l'équipe IT, mon Outlook pose problème. Il ne synchronise plus les e-mails chaque fois que je tente d'envoyer un e-mail. Cela a commencé depuis hier. Merci de vérifier.",Merci pour votre signalement. Le problème était lié à un jeton d'authentification expiré. Nous avons mis à jour la configuration. Cela devrait être résolu maintenant.,25/01/2025 05:47,29/01/2025 10:47
1235e222-8898-4c46-aa6e-136b32967534,Problème de SAP,"Bonjour, je rencontre un problème avec mon SAP depuis depuis hier. Il se met à renvoie des erreurs de connexion. Pourriez-vous vérifier cela ? Merci d'avance.","Nous avons identifié la cause du problème : un paramétrage réseau incorrect. Après avoir redémarré le service concerné, tout semble fonctionner normalement.",28/04/2025 22:07,01/05/2025 04:07
50a23bf1-50c4-46dc-9f7e-4b499596fe2d,Problème de ordinateur portable,"Bonjour l'équipe IT, mon ordinateur portable pose problème. Il ne démarre pas après l'écran de connexion chaque fois que je tente d'envoyer un e-mail. Cela a commencé depuis la dernière mise à jour. Merci de vérifier.","Nous avons identifié la cause du problème : un paramétrage réseau incorrect. Après avoir redémarré le service concerné, tout semble fonctionner normalement.",05/06/2025 10:47,07/06/2025 18:47
5e817dc5-464e-472e-ad38-79fbdbfffb08,Problème de audio,"Bonjour, je ne peux pas utiliser correctement mon audio. Il ne fonctionne pas pendant les appels Teams surtout quand je tente d'envoyer un e-mail. Ce souci est apparu depuis quelques heures. Merci pour votre aide.",Merci pour votre signalement. Le problème était lié à un pilote obsolète. Nous avons basculé vers un serveur de secours. Cela devrait être résolu maintenant.,05/06/2025 21:37,06/06/2025 12:37
6cc9af88-6049-42df-a3ca-b216c0158a0e,Problème de Wifi,"Bonjour, je ne peux pas utiliser correctement mon Wifi. Il se déconnecte fréquemment surtout quand je tente d'envoyer un e-mail. Ce souci est apparu depuis la dernière mise à jour. Merci pour votre aide.",Merci pour votre signalement. Le problème était lié à un pilote obsolète. Nous avons vidé le cache et renouvelé l'authentification. Cela devrait être résolu maintenant.,03/07/2025 20:38,06/07/2025 09:38
f0168cde-7e58-4de8-9385-099261695d68,Problème de projecteur,"Bonjour, je rencontre un problème avec mon projecteur depuis depuis hier. Il se met à n'affiche aucun signal. Pourriez-vous vérifier cela ? Merci d'avance.",Le problème provenait de un jeton d'authentification expiré. Nous avons redémarré le service concerné. Merci de nous informer si le souci persiste.,12/04/2025 22:22,16/04/2025 08:22
07077e47-0a12-4ec5-9faf-ff8021669ce9,Problème de VPN,"Bonsoir, j’ai un souci avec VPN. Depuis depuis hier, il ne se connecte pas au réseau de l'entreprise. Je ne parviens pas à le résoudre seul. Merci de prendre en charge.",Merci pour votre signalement. Le problème était lié à un jeton d'authentification expiré. Nous avons redémarré le service concerné. Cela devrait être résolu maintenant.,30/04/2025 05:19,03/05/2025 16:19
c4c8b9a4-51be-43be-add2-b32c4708be01,Problème de VPN,"Bonjour, je ne peux pas utiliser correctement mon VPN. Il ne se connecte pas au réseau de l'entreprise surtout quand je rejoint une réunion. Ce souci est apparu depuis hier. Merci pour votre aide.","Après diagnostic, nous avons constaté que un jeton d'authentification expiré était à l'origine du problème. Nous avons redémarré le service concerné. Merci de confirmer le bon fonctionnement.",05/07/2025 20:22,06/07/2025 23:22
cfedbddb-f08f-4a2f-93bb-4beb20420be4,Problème de Outlook,"Salut, depuis après 10h30, mon Outlook est en train de ne synchronise plus les e-mails. J'ai essayé de redémarrer l'appareil mais cela ne change rien. Merci de votre aide.","Après diagnostic, nous avons constaté que un paramétrage réseau incorrect était à l'origine du problème. Nous avons mis à jour la configuration. Merci de confirmer le bon fonctionnement.",07/04/2025 17:46,12/04/2025 16:46
e126bc56-8d59-490f-9478-28b061834870,Problème de audio,"Bonjour, je ne peux pas utiliser correctement mon audio. Il ne fonctionne pas pendant les appels Teams surtout quand je tente d'envoyer un e-mail. Ce souci est apparu ce matin. Merci pour votre aide.",Merci pour votre signalement. Le problème était lié à un paramétrage réseau incorrect. Nous avons redémarré le service concerné. Cela devrait être résolu maintenant.,19/04/2025 13:52,22/04/2025 18:52
27459082-82cb-41d3-8f46-9096fcd61af0,Problème de projecteur,"Bonjour, je rencontre un problème avec mon projecteur depuis ce matin. Il se met à n'affiche aucun signal. Pourriez-vous vérifier cela ? Merci d'avance.",Le souci venait de un pilote obsolète. Nous avons mis à jour la configuration pour corriger cela. Merci de tester à nouveau.,25/04/2025 06:31,27/04/2025 15:31
